pH,nitrogen,phosphorus,potassium,calcium,magnesium,sulfur,iron,manganese,zinc,copper,boron,molybdenum,chlorine,organic_matter,cation_exchange_capacity,base_saturation,soil_texture,disease_name
8.23,15.37,2.48,93.86,23.78,12.26,0.37,8.04,76.94,99.04,73.86,84.6,45.58,49.88,41.45,11.01,81.89,0.11,1.0
4.08,97.42,94.88,46.72,75.9,51.2,26.44,50.96,34.56,9.34,39.22,52.67,46.55,14.85,69.21,18.89,60.03,0.11,0.0
7.52,88.66,50.2,31.68,97.37,60.36,7.92,39.47,8.77,10.43,32.19,96.82,52.32,70.86,37.21,44.35,65.0,0.13,0.0
7.57,92.38,33.27,87.85,43.37,15.82,31.13,36.78,67.68,95.5,73.66,85.93,52.73,14.42,42.57,40.44,55.05,0.14,3.0
6.96,63.42,82.29,43.14,81.23,64.83,85.86,64.51,53.3,17.67,82.65,60.3,57.1,35.1,99.38,32.01,53.81,0.13,0.0
6.63,40.39,69.97,62.74,6.26,55.31,46.88,77.77,42.11,40.04,44.29,38.04,1.36,55.59,79.56,14.84,61.45,0.13,0.0
8.48,59.32,75.99,90.05,23.54,11.3,4.38,4.13,8.18,63.32,47.69,14.9,48.25,68.45,29.71,34.48,53.96,0.12,3.0
7.52,78.1,51.34,10.81,83.18,60.29,80.25,98.05,0.69,68.41,92.16,23.48,42.08,64.18,39.66,13.4,79.3,0.14,0.0
4.93,20.88,20.57,36.08,53.2,16.76,33.93,8.42,49.26,63.18,95.59,49.46,7.9,43.64,32.72,33.83,63.96,0.11,0.0
4.71,11.19,1.0,11.28,41.59,93.04,14.84,59.88,45.18,86.67,94.64,26.75,91.22,84.83,26.51,18.63,52.75,0.12,0.0
6.32,25.06,44.13,79.1,69.73,6.14,83.2,74.6,22.68,4.62,15.32,96.11,44.36,69.77,44.59,46.41,51.96,0.12,3.0
7.65,78.93,22.21,63.46,41.58,72.08,25.41,1.62,10.88,43.88,62.35,95.22,11.24,86.2,50.27,31.67,57.59,0.11,3.0
7.54,37.36,74.27,88.17,22.35,26.8,83.74,46.98,10.19,29.76,76.05,93.46,44.1,63.13,79.86,40.85,85.46,0.14,3.0
5.89,69.21,54.97,69.97,10.83,38.02,59.4,75.39,88.16,14.0,71.72,95.34,89.01,0.18,87.85,15.6,78.42,0.14,0.0
4.51,60.9,30.73,52.13,92.29,63.27,22.86,84.0,40.38,18.14,86.48,67.98,83.27,64.65,10.36,32.29,80.85,0.14,3.0
6.93,91.36,85.4,55.01,55.93,34.1,43.28,3.14,9.46,24.05,85.34,81.67,35.43,28.75,74.46,40.12,62.64,0.12,3.0
5.74,81.54,99.12,75.13,76.32,75.44,15.83,91.52,9.13,55.44,52.81,39.31,9.44,46.68,47.55,25.57,64.61,0.11,3.0
7.57,19.01,86.25,80.47,5.52,7.9,67.79,24.69,63.56,91.82,10.35,55.64,7.97,10.26,72.68,47.76,63.64,0.13,0.0
5.61,9.28,52.37,0.31,67.19,25.43,69.95,40.56,76.78,60.4,56.64,99.99,17.48,93.32,8.91,39.56,71.92,0.14,0.0
7.9,89.75,68.17,39.01,50.04,73.89,65.21,92.01,49.3,9.82,69.63,72.94,12.68,38.05,8.55,14.64,83.26,0.12,0.0
7.04,81.68,53.84,20.83,51.24,10.68,90.87,14.95,83.62,27.22,8.62,49.53,56.18,76.22,54.74,35.79,66.28,0.12,0.0
5.22,76.11,37.29,45.05,37.88,16.57,53.73,59.74,7.89,33.6,2.49,18.57,32.24,15.88,75.85,36.68,50.63,0.12,0.0
8.8,4.81,21.68,47.49,47.28,64.66,26.24,80.34,48.69,0.68,28.22,92.45,23.56,54.04,22.94,36.25,74.38,0.13,0.0
4.66,77.67,54.02,55.33,86.23,33.73,65.59,81.04,93.15,29.25,24.28,29.77,28.31,58.16,35.97,23.53,86.66,0.11,1.0
5.19,75.09,37.67,52.11,92.21,22.65,63.01,99.87,26.84,99.7,80.38,42.93,22.43,64.63,64.33,6.78,83.27,0.14,3.0
8.45,89.28,81.35,31.08,35.99,26.94,6.74,91.98,45.54,59.38,24.53,91.01,51.67,19.68,94.03,39.63,55.43,0.12,0.0
8.03,20.14,97.55,14.6,90.17,14.14,0.25,80.1,34.54,14.29,41.59,21.56,14.57,80.25,22.9,23.92,47.06,0.14,0.0
8.35,34.11,32.26,71.6,80.95,71.07,14.97,27.37,63.86,75.72,8.67,76.02,9.62,65.62,9.96,35.94,65.95,0.13,3.0
8.03,50.13,47.2,16.52,50.19,66.18,61.83,75.15,27.72,95.4,81.2,3.67,98.59,10.49,31.82,39.13,48.67,0.11,0.0
4.15,7.04,92.73,48.34,66.45,13.68,37.09,20.75,59.16,33.39,85.91,96.42,45.63,40.73,18.03,8.12,85.54,0.12,1.0
8.01,76.26,39.33,51.74,95.15,41.36,86.65,6.72,69.52,46.14,53.89,71.18,95.27,78.38,59.32,32.02,51.32,0.14,3.0
5.82,72.08,52.99,32.28,81.55,98.92,6.68,65.33,67.71,92.07,13.07,0.1,14.78,61.15,47.17,46.21,68.07,0.12,0.0
8.04,52.01,94.5,26.88,77.42,78.72,47.13,56.82,71.37,84.96,25.33,48.01,80.81,28.12,5.88,15.57,86.85,0.11,1.0
8.63,86.4,30.95,46.38,70.52,9.42,17.0,37.15,29.66,30.5,76.32,54.29,19.96,37.5,82.56,42.85,81.51,0.13,0.0
7.88,70.99,92.2,9.47,7.77,45.29,13.97,0.24,53.72,79.85,76.16,12.9,22.86,71.13,42.82,37.09,68.53,0.11,0.0
4.08,54.2,50.53,14.46,56.06,78.18,13.68,1.85,73.65,49.05,17.03,36.59,54.87,2.58,79.65,28.06,73.38,0.13,0.0
4.55,12.66,58.97,82.62,87.15,42.69,45.38,88.84,70.88,39.76,22.79,87.66,18.51,49.84,60.05,5.23,48.98,0.14,3.0
4.45,0.86,2.81,85.42,71.52,28.59,42.18,5.34,43.28,21.54,44.16,32.77,22.97,18.02,17.88,49.29,45.44,0.11,3.0
6.94,44.15,67.91,7.82,12.51,70.63,45.37,3.9,24.08,91.32,69.14,18.71,72.81,63.82,46.17,46.31,50.69,0.13,0.0
7.88,16.77,78.69,89.55,66.61,83.0,77.53,92.67,32.88,78.7,80.17,93.28,35.91,44.58,66.28,36.14,75.11,0.11,3.0
8.53,50.07,44.51,81.31,55.78,63.45,36.54,29.71,28.89,33.06,2.52,39.86,50.75,59.2,11.07,34.58,82.88,0.14,3.0
4.57,26.36,13.51,88.66,66.83,22.94,86.77,28.84,29.38,33.5,66.28,12.87,61.25,58.33,15.56,11.62,89.53,0.12,3.0
6.9,34.77,92.12,38.49,70.69,64.79,34.11,13.06,84.65,37.54,15.99,81.26,13.85,85.98,83.35,33.18,76.49,0.14,0.0
4.78,79.45,51.51,72.88,63.06,14.16,67.44,69.54,39.66,96.33,12.39,53.08,82.72,80.1,24.12,40.14,88.42,0.13,3.0
8.73,49.2,2.93,38.55,1.19,45.07,20.23,27.33,11.86,27.96,85.59,8.99,0.62,6.7,67.39,38.01,81.1,0.11,0.0
4.89,17.62,14.29,68.88,74.41,77.78,81.81,46.15,12.49,0.51,25.62,44.14,44.55,45.08,38.77,48.63,79.49,0.12,3.0
6.27,9.56,22.47,94.63,49.03,46.06,17.86,62.33,92.85,39.39,33.41,37.36,31.39,54.81,15.04,41.85,46.81,0.11,3.0
4.64,84.89,92.6,19.04,63.83,88.13,79.76,99.76,70.34,17.66,93.16,57.48,55.41,30.3,56.69,49.91,70.11,0.12,0.0
8.68,86.42,48.53,82.45,92.22,83.17,65.49,78.48,20.12,55.98,9.3,4.01,46.28,37.3,52.79,32.06,86.54,0.11,3.0
8.35,53.22,45.55,66.17,3.12,21.43,83.81,79.61,9.4,80.96,95.63,79.01,79.35,97.26,63.07,42.51,52.17,0.12,0.0
7.07,80.16,2.73,86.27,78.87,26.66,72.51,47.32,45.2,36.65,92.88,11.23,7.18,52.53,63.72,33.62,49.09,0.11,3.0
5.43,53.93,71.44,50.52,78.24,98.19,48.51,50.69,91.85,44.2,81.53,93.98,45.62,46.61,91.82,26.86,48.44,0.12,3.0
8.65,46.05,84.41,78.85,80.42,86.1,14.15,19.08,35.95,16.73,16.68,36.84,71.44,21.4,56.72,32.55,44.64,0.12,3.0
4.8,3.25,77.1,32.79,60.95,53.69,46.06,95.11,86.37,99.26,96.23,80.45,23.64,47.35,70.75,30.28,59.64,0.11,0.0
7.67,73.13,51.88,86.4,68.83,56.03,84.27,7.39,87.8,59.88,21.65,14.13,47.03,91.7,63.14,33.94,58.83,0.12,3.0
4.25,6.24,46.49,97.66,70.14,68.52,15.03,14.98,75.07,45.65,2.05,44.65,43.88,30.81,52.61,31.23,63.95,0.11,3.0
4.25,87.76,86.5,66.99,79.81,12.15,94.7,2.85,96.28,57.16,73.44,11.17,59.68,68.92,27.43,25.45,41.23,0.12,3.0
5.75,69.08,39.22,86.28,0.78,63.8,76.6,61.9,95.1,10.84,98.71,63.01,87.85,42.88,8.92,31.14,56.76,0.14,0.0
5.4,88.7,2.9,78.46,22.41,74.9,58.36,68.86,41.18,71.31,78.14,13.13,8.12,16.93,41.68,8.12,73.06,0.12,3.0
4.01,38.18,39.44,66.1,51.56,34.18,52.96,90.83,63.78,16.34,77.86,87.79,10.62,88.59,41.22,42.42,49.31,0.12,3.0
5.0,15.23,53.13,80.99,23.77,76.11,64.93,52.99,70.78,16.87,21.67,97.55,80.84,73.1,41.63,26.8,76.85,0.12,3.0
7.4,3.87,30.92,76.34,46.03,13.18,36.1,67.65,95.45,86.71,75.68,67.6,37.31,14.24,59.33,13.89,83.18,0.12,1.0
5.87,64.8,96.16,48.39,25.22,11.72,14.1,77.18,8.34,56.39,90.4,82.0,7.59,6.24,22.03,49.24,78.39,0.14,0.0
8.2,51.11,34.87,64.28,71.36,62.38,43.97,84.85,72.56,42.87,30.95,70.13,36.18,17.25,47.99,31.73,46.08,0.14,3.0
8.38,68.19,11.53,1.17,33.58,55.01,61.95,35.79,68.99,15.27,56.44,11.61,24.99,11.38,63.91,28.2,42.51,0.14,0.0
8.6,6.01,55.82,1.53,5.82,4.92,68.22,8.28,2.13,64.09,20.48,95.46,86.12,60.66,36.47,49.16,77.5,0.13,0.0
6.75,80.62,15.92,55.26,29.49,37.15,63.11,35.93,84.52,4.81,16.09,99.2,41.78,76.11,5.77,9.53,82.97,0.13,1.0
5.16,36.06,62.97,4.17,29.13,60.59,83.09,12.69,15.85,94.45,72.33,92.38,75.48,78.76,0.89,12.22,88.41,0.13,0.0
5.8,97.03,4.82,56.68,23.67,9.51,60.79,57.43,23.7,91.07,10.44,39.94,46.84,19.1,8.6,5.67,88.52,0.13,3.0
6.66,77.56,0.56,70.77,75.29,78.06,20.13,96.38,4.68,70.36,7.5,7.55,89.5,29.3,6.38,46.67,50.86,0.12,3.0
4.14,70.16,6.32,5.71,49.18,36.05,9.18,70.22,80.29,98.1,2.72,80.86,43.71,33.14,44.3,26.98,62.9,0.11,0.0
6.43,40.11,58.53,32.91,21.84,31.21,56.24,73.08,83.96,37.08,17.33,62.33,19.7,87.03,75.39,5.79,63.17,0.12,0.0
4.13,63.21,38.21,29.29,88.35,75.6,80.98,72.87,10.09,31.59,84.78,81.48,82.62,37.26,2.41,30.68,50.46,0.11,0.0
4.85,97.68,29.04,13.56,22.51,32.02,54.24,15.68,45.01,6.8,89.94,35.1,24.77,50.92,57.51,18.73,52.09,0.13,0.0
4.13,88.89,73.56,11.57,86.06,58.53,59.92,31.01,45.25,72.11,72.57,8.09,93.34,27.2,79.11,45.3,72.55,0.14,0.0
7.62,31.3,76.76,98.73,70.47,21.44,4.75,13.29,88.49,12.57,40.07,18.63,72.74,81.9,99.23,20.34,86.39,0.13,1.0
5.37,62.74,1.61,34.76,59.0,42.2,79.05,40.31,86.14,40.51,94.93,11.38,83.93,25.23,1.23,48.24,43.33,0.12,0.0
6.26,35.1,75.55,33.96,94.36,84.93,22.31,25.95,6.34,8.64,20.11,66.04,97.71,77.68,99.13,48.38,54.45,0.12,0.0
4.22,67.18,35.86,43.86,23.9,67.91,25.52,48.16,54.51,32.01,64.92,68.34,37.17,55.47,37.25,20.99,53.33,0.14,0.0
4.91,6.93,95.11,55.91,98.87,3.64,36.64,13.3,54.4,63.45,93.12,21.59,97.28,38.76,37.45,41.39,73.39,0.13,3.0
5.49,27.78,70.75,72.56,60.85,4.46,43.75,87.66,14.76,72.32,30.01,55.29,98.4,41.84,57.6,14.64,55.94,0.11,3.0
5.7,8.51,16.02,44.32,20.05,33.48,87.94,74.44,76.36,15.8,43.78,52.25,20.25,62.96,15.71,27.05,59.73,0.13,0.0
4.61,50.78,91.41,51.56,6.59,79.73,45.46,11.28,86.14,7.38,28.94,66.62,2.71,23.14,22.2,20.22,75.73,0.12,0.0
8.65,68.89,47.71,76.65,92.26,10.12,10.65,22.04,86.32,65.27,89.78,87.15,25.06,83.7,96.41,10.44,71.53,0.14,3.0
7.17,36.47,70.65,41.31,39.53,5.65,13.98,67.0,65.21,42.32,24.53,73.32,8.4,45.7,28.77,27.85,85.66,0.14,1.0
5.11,29.83,90.9,87.92,26.52,6.69,30.18,21.49,74.61,75.19,10.4,96.37,97.56,66.11,85.97,27.75,69.5,0.13,3.0
8.82,42.7,0.55,46.52,67.22,50.18,72.6,66.82,46.45,29.82,73.58,61.41,22.3,41.93,83.77,15.37,49.8,0.12,0.0
7.96,21.29,78.24,1.32,52.53,14.53,48.12,96.76,9.71,7.1,18.79,34.22,5.22,70.58,37.25,28.52,56.69,0.14,0.0
5.01,99.67,21.09,41.64,33.3,81.04,31.05,72.8,34.72,40.51,58.12,1.33,90.91,21.58,16.6,43.0,50.66,0.12,0.0
6.94,21.12,61.54,98.95,49.65,95.05,84.69,39.64,50.45,85.53,67.07,91.37,12.69,0.24,30.77,36.32,68.21,0.12,3.0
4.98,23.51,12.74,69.55,96.14,36.38,11.58,24.4,37.56,80.82,13.5,22.98,65.93,96.46,77.78,8.67,53.64,0.12,3.0
6.01,99.68,63.67,44.67,99.88,45.74,83.43,80.83,5.87,49.04,62.57,10.69,79.58,89.21,84.65,42.68,84.35,0.12,0.0
4.78,95.38,61.4,67.08,62.24,95.95,59.98,39.12,64.37,31.63,73.48,6.5,53.33,72.86,14.42,20.88,80.47,0.11,1.0
5.17,63.23,81.77,67.84,14.14,6.25,26.58,65.76,11.27,67.27,73.65,48.81,57.52,49.07,89.12,28.81,67.45,0.11,0.0
6.05,6.02,86.03,92.37,52.34,98.16,32.49,49.72,66.21,39.73,10.38,13.47,8.18,66.84,43.1,5.63,48.24,0.11,3.0
6.25,75.77,40.77,75.07,0.13,93.17,42.15,74.22,17.75,49.27,65.54,2.86,1.7,12.43,34.43,17.93,50.31,0.13,0.0
5.1,50.49,17.96,48.02,1.89,14.99,77.86,7.43,28.62,64.24,16.92,4.36,55.2,73.72,18.55,34.23,85.31,0.13,0.0
5.6,36.93,28.05,89.4,27.17,90.02,41.38,54.98,31.11,18.7,15.7,73.13,59.84,11.05,4.42,18.23,64.56,0.14,3.0
8.86,2.98,82.02,52.65,95.45,61.16,74.51,90.38,17.32,74.87,4.25,17.03,24.38,58.78,5.14,8.65,84.3,0.13,3.0
8.58,63.94,9.99,90.66,18.82,79.33,34.6,34.8,21.4,19.94,40.91,80.1,47.94,31.17,4.29,49.39,48.81,0.14,0.0
4.56,38.86,52.67,22.57,6.78,71.85,90.44,64.26,90.09,78.24,83.31,26.63,70.36,51.93,88.12,11.35,44.06,0.14,0.0
4.84,61.41,10.21,77.64,40.06,93.2,14.52,8.65,78.5,41.03,26.56,2.3,84.32,17.83,37.75,16.05,85.47,0.14,1.0
5.72,68.45,37.57,74.22,77.55,6.51,83.69,71.24,51.08,17.48,52.71,38.48,25.19,74.32,76.32,31.92,66.4,0.12,3.0
7.43,56.97,48.81,25.4,30.37,8.9,5.28,62.96,3.45,7.81,2.11,8.5,53.68,39.87,43.56,7.22,80.51,0.12,0.0
7.83,21.61,1.75,7.08,57.69,47.31,30.53,68.85,49.17,5.4,86.51,11.65,76.36,47.47,63.38,11.82,68.17,0.13,0.0
7.42,70.15,71.41,4.91,23.75,56.16,20.97,56.51,52.26,49.64,89.02,22.73,49.29,77.93,5.96,25.92,86.33,0.13,1.0
8.94,78.2,65.38,78.44,47.12,94.98,74.91,83.21,83.82,9.87,72.92,8.22,1.88,47.23,90.59,16.55,72.59,0.14,3.0
7.4,82.67,20.81,25.34,33.27,62.93,3.55,59.69,60.37,43.03,23.51,87.8,66.32,96.41,75.18,35.46,81.34,0.13,1.0
7.23,24.91,37.66,85.59,66.07,29.09,24.53,19.09,8.89,59.31,74.62,46.54,32.29,24.14,39.2,23.79,66.36,0.11,3.0
6.5,18.2,77.71,2.51,27.09,3.39,44.43,66.82,96.58,70.77,77.35,82.12,84.25,16.99,45.56,13.36,49.86,0.12,0.0
6.12,87.11,12.6,87.67,51.8,11.75,65.81,0.82,86.57,85.74,46.66,45.71,98.61,51.17,80.71,11.15,80.77,0.11,1.0
8.67,79.07,42.93,54.78,41.19,31.57,64.43,95.21,55.76,70.39,54.71,62.63,0.81,73.86,24.26,24.85,85.13,0.11,1.0
7.11,94.33,4.38,27.36,65.46,6.86,24.09,91.98,64.11,14.64,42.54,35.34,7.6,49.37,89.1,13.82,60.63,0.11,0.0
6.61,15.99,82.78,85.08,31.42,64.1,17.9,99.36,30.15,80.7,97.99,74.63,95.69,30.32,46.55,29.83,86.36,0.13,3.0
5.97,16.76,95.68,32.22,45.97,18.5,69.84,41.26,98.25,24.14,2.07,36.7,43.74,83.64,33.59,49.79,48.71,0.13,0.0
7.51,13.77,72.21,38.65,39.93,60.25,26.31,74.81,53.53,5.85,2.93,67.61,54.85,47.75,10.57,12.98,82.59,0.11,1.0
8.67,46.74,7.87,27.21,87.4,30.53,94.4,71.54,23.66,20.2,34.5,23.94,54.31,71.71,43.44,17.39,72.74,0.14,0.0
4.62,20.9,37.58,31.88,93.3,25.34,20.59,16.49,69.7,30.44,19.97,15.27,48.69,24.93,49.11,40.08,89.45,0.14,1.0
7.35,87.67,89.68,90.52,94.84,12.39,15.93,82.51,37.47,4.86,9.21,16.66,60.46,89.34,8.3,12.23,67.1,0.14,3.0
7.69,55.96,3.32,8.53,98.4,30.41,18.08,3.29,9.48,86.91,39.76,50.55,41.16,87.04,26.36,22.72,45.16,0.13,0.0
4.85,76.61,40.83,10.9,52.22,42.06,35.11,1.49,73.89,5.86,83.32,59.67,4.67,93.74,39.41,49.36,55.95,0.11,0.0
4.68,74.78,59.91,87.63,99.84,30.34,12.28,17.44,58.83,30.88,65.71,59.22,79.5,96.0,81.67,16.96,56.5,0.11,3.0
4.62,70.88,18.04,25.63,60.61,53.42,60.37,27.86,24.52,60.26,57.95,24.78,71.18,7.7,35.45,43.42,60.26,0.11,0.0
5.48,33.8,23.36,66.34,52.29,72.33,80.87,85.59,72.77,45.34,60.8,56.07,4.1,75.1,99.03,21.52,78.95,0.11,3.0
6.44,57.05,93.5,38.47,85.86,13.15,8.12,54.07,5.49,57.26,77.06,37.68,60.03,89.65,47.14,23.46,68.41,0.11,0.0
6.48,25.49,35.03,49.13,9.6,73.18,60.92,31.19,18.49,9.0,6.58,83.58,93.89,18.04,6.97,40.38,72.2,0.12,0.0
6.29,58.57,74.33,19.49,82.54,43.63,0.27,39.21,54.0,57.57,49.15,6.04,26.82,21.25,52.15,32.69,79.75,0.13,0.0
6.32,46.4,47.99,0.38,81.8,72.02,48.92,38.32,16.55,67.73,59.14,13.72,66.54,90.72,2.2,40.83,74.3,0.14,0.0
6.6,4.25,3.28,89.47,57.63,63.59,30.39,64.37,81.06,17.89,32.43,35.26,99.57,45.91,76.32,10.12,69.49,0.13,3.0
7.28,53.59,32.08,73.15,89.55,50.16,9.38,86.98,67.58,49.46,82.74,66.28,53.56,45.17,40.33,25.3,75.57,0.12,3.0
7.13,78.48,8.4,80.04,34.1,39.47,57.59,70.05,32.87,98.34,63.06,14.28,65.95,58.56,82.38,6.38,67.36,0.13,3.0
7.92,74.66,56.86,39.38,10.78,86.99,42.25,28.35,59.45,61.8,3.65,8.04,60.12,49.96,50.98,43.82,83.07,0.11,1.0
8.68,75.91,17.47,89.85,56.63,83.56,52.09,86.69,27.52,19.25,35.16,75.81,53.31,18.09,31.26,22.78,73.57,0.14,3.0
4.43,78.1,35.97,70.0,96.07,47.59,7.03,14.96,14.74,63.93,4.14,2.73,95.26,83.96,12.95,24.48,53.14,0.12,3.0
4.95,15.95,76.3,20.63,31.19,73.7,53.24,85.68,53.42,35.23,65.13,23.8,55.51,15.7,7.54,42.42,67.68,0.14,0.0
8.78,55.42,42.19,73.29,65.96,73.22,23.05,56.18,5.66,1.26,65.36,65.04,49.54,62.24,18.23,16.88,78.64,0.11,3.0
5.07,97.96,85.45,5.27,35.43,30.07,40.44,61.42,49.06,65.92,82.12,22.88,5.67,0.44,70.63,21.55,51.2,0.12,0.0
5.03,42.32,79.66,52.29,0.99,62.94,51.85,61.0,32.67,56.47,12.26,81.6,67.36,62.88,83.17,6.64,78.54,0.11,0.0
8.61,74.01,66.1,71.58,3.95,38.22,47.84,78.24,14.4,18.75,58.22,84.55,8.46,57.94,24.79,16.25,76.42,0.11,0.0
5.59,26.51,35.0,11.69,6.38,86.47,90.42,29.49,66.22,40.24,40.94,36.55,72.06,52.22,15.61,39.84,65.44,0.11,0.0
7.17,22.53,29.33,74.36,4.45,10.27,44.62,46.37,66.96,14.26,31.26,3.24,46.72,16.21,13.55,15.12,64.31,0.13,0.0
8.09,97.94,93.73,91.88,62.33,3.99,94.3,86.85,92.79,21.84,73.32,74.67,65.64,0.99,74.08,20.2,77.76,0.12,3.0
5.69,1.08,31.56,10.73,72.84,98.13,70.39,68.85,46.73,59.16,24.73,57.81,36.41,15.62,50.71,23.01,72.46,0.13,0.0
7.79,22.1,20.02,42.23,65.18,12.22,79.57,17.48,4.1,55.68,50.32,20.79,68.72,56.73,33.24,6.76,53.09,0.14,0.0
6.22,47.16,4.48,88.99,72.87,5.32,96.42,64.04,31.64,3.39,94.18,99.12,4.3,71.24,43.25,17.54,76.29,0.14,3.0
8.34,48.66,87.66,16.27,96.78,59.67,75.89,27.71,25.37,9.88,38.21,41.83,40.57,16.14,24.25,9.7,88.78,0.11,0.0
5.3,3.02,90.16,22.32,7.42,33.46,14.33,2.75,7.27,46.66,93.92,99.01,22.56,70.35,66.88,46.33,89.4,0.12,0.0
4.86,39.17,36.21,50.84,22.74,61.08,15.8,43.43,4.29,4.08,99.92,24.47,77.75,85.74,82.18,36.27,76.73,0.14,3.0
7.22,5.89,8.22,39.24,94.14,92.05,27.94,66.04,15.44,30.53,27.62,52.07,8.97,57.4,31.52,33.12,79.12,0.13,0.0
4.15,59.0,73.47,86.38,64.12,21.91,47.65,29.24,42.93,0.52,76.95,65.88,8.18,66.68,55.57,35.64,65.89,0.13,3.0
7.71,69.78,43.1,31.41,86.19,4.86,18.03,57.9,94.26,5.5,1.59,39.37,38.75,27.58,86.14,47.78,89.88,0.12,1.0
7.86,76.48,64.35,26.78,95.49,56.93,62.92,58.46,53.87,57.49,20.34,48.68,64.66,48.08,93.72,44.92,60.51,0.14,0.0
5.77,17.38,87.76,61.78,10.94,84.81,93.39,0.16,94.68,7.21,21.63,55.41,26.52,69.48,64.43,14.79,76.4,0.12,0.0
4.57,54.96,86.52,79.87,41.23,65.79,83.53,30.65,88.37,62.61,73.23,34.82,45.4,0.75,83.8,10.88,44.83,0.12,3.0
6.2,85.13,6.05,71.81,92.68,48.0,80.95,41.61,12.92,67.96,56.79,57.97,51.2,81.04,59.52,8.72,46.83,0.11,3.0
7.99,18.38,84.59,71.18,86.07,24.11,91.06,6.11,58.09,61.78,57.5,24.84,49.57,65.58,61.78,13.96,52.02,0.12,3.0
7.34,8.02,63.53,7.21,16.9,47.4,86.69,37.93,52.49,95.39,72.3,87.13,91.85,16.68,81.36,5.68,67.53,0.14,0.0
5.92,84.17,10.01,67.48,37.85,11.57,40.24,38.27,27.97,21.92,47.12,51.95,73.95,69.51,88.74,37.55,40.1,0.11,3.0
8.61,94.37,19.03,21.66,46.92,51.51,24.8,96.46,14.88,95.29,44.71,5.93,10.52,46.68,97.69,43.52,88.12,0.12,0.0
4.62,60.88,48.56,17.67,60.27,96.1,24.9,82.9,52.81,11.29,17.55,46.66,43.19,34.91,8.21,15.9,65.71,0.11,0.0
8.47,51.96,45.29,8.33,57.16,78.86,18.81,36.46,89.22,5.49,93.71,68.45,7.73,75.62,51.18,7.26,61.27,0.14,0.0
8.59,26.68,11.86,37.99,9.15,56.57,51.35,89.12,32.74,18.73,74.64,78.84,60.24,18.87,97.41,37.31,40.58,0.11,0.0
5.6,88.88,10.3,2.14,92.31,60.5,72.36,4.19,16.33,27.58,96.99,79.85,45.24,15.82,48.25,39.11,85.07,0.14,0.0
8.08,29.2,61.18,16.02,26.6,12.7,66.07,97.41,41.17,34.06,87.97,46.75,4.53,75.5,41.33,17.98,55.8,0.12,0.0
8.09,39.36,41.81,12.83,62.83,33.86,31.83,17.14,28.18,98.32,63.56,62.53,64.48,40.24,0.35,27.02,66.84,0.12,0.0
7.3,8.92,74.94,99.34,63.55,47.73,64.43,48.48,96.83,97.1,96.23,78.4,20.85,93.24,94.2,49.19,78.63,0.12,3.0
4.26,6.8,5.69,18.64,33.26,95.18,94.29,11.41,10.15,98.58,66.34,18.01,94.76,59.55,47.39,12.42,52.06,0.14,0.0
6.38,70.23,90.58,87.48,13.12,54.36,37.94,78.16,59.75,67.51,10.33,66.24,51.23,7.92,55.66,32.3,68.97,0.12,0.0
4.46,48.96,77.73,43.23,43.33,73.15,34.23,16.57,12.06,39.74,18.7,67.18,53.9,48.52,17.2,44.16,53.42,0.13,0.0
4.82,27.3,45.79,20.11,66.55,1.71,31.75,6.09,87.56,29.21,36.96,1.22,96.79,56.63,0.47,45.09,87.61,0.14,1.0
6.05,26.31,21.55,98.92,17.46,34.83,56.09,30.93,27.62,93.3,30.68,28.74,68.96,37.23,20.14,46.45,42.86,0.11,0.0
8.05,9.31,29.32,88.82,5.4,25.47,15.88,50.09,46.11,85.96,23.23,81.15,41.18,38.79,35.03,14.76,71.49,0.14,0.0
6.18,86.95,74.99,46.44,78.97,28.55,31.8,17.81,1.79,66.72,92.0,27.52,13.52,55.17,12.32,30.15,69.78,0.14,0.0
4.94,83.91,70.96,60.02,62.55,51.46,16.83,94.77,47.8,24.45,38.45,44.65,94.49,90.4,44.01,36.88,41.82,0.11,3.0
4.51,11.62,66.67,37.83,7.26,57.66,40.21,77.58,56.13,4.37,31.71,73.9,19.63,64.34,49.02,21.7,71.16,0.12,0.0
7.21,1.83,80.59,92.68,38.81,33.77,83.61,34.92,25.53,32.11,24.92,50.36,77.75,74.31,6.18,25.64,87.6,0.12,3.0
6.06,42.03,24.11,82.12,28.59,61.9,81.06,51.88,18.2,81.51,56.55,99.73,57.33,60.17,73.68,39.97,56.18,0.13,3.0
6.87,40.58,95.15,97.14,14.14,61.06,85.35,62.29,21.72,54.13,64.11,4.04,47.79,39.31,61.69,43.83,55.22,0.11,0.0
7.64,70.13,26.71,0.54,24.4,81.68,43.63,52.33,60.79,76.17,11.44,53.25,64.25,34.31,3.33,37.09,44.62,0.14,0.0
8.96,39.02,66.75,27.13,98.24,63.97,24.82,3.66,81.93,69.82,90.7,70.36,97.6,0.18,66.81,13.64,62.18,0.11,0.0
5.36,99.63,98.47,46.33,15.85,48.96,14.67,48.21,48.11,2.93,11.54,53.61,31.18,1.66,87.66,33.65,64.47,0.11,0.0
5.35,37.75,23.81,61.81,94.49,48.22,26.45,56.27,46.64,81.38,8.86,96.5,43.25,16.92,94.22,39.19,60.82,0.12,3.0
